CustomerID,Total_Purchases,Recency,Frequency,Monetary,Average_Spent,R_Score,F_Score,M_Score,RFM_Score,Customer_Type,Is_Returning
12429,4,9,4,3750.4,38.66391752577319,4,3,4,434,Loyal,True
12430,1,43,1,256.4,23.30909090909091,3,1,1,311,Others,False
12431,15,36,15,6487.45,27.489194915254238,3,4,4,344,Loyal,True
12432,5,43,5,5059.32,46.845555555555556,3,3,4,334,Loyal,True
12433,7,1,7,13375.87,31.847309523809525,4,4,4,444,Loyal,True
12434,2,85,2,806.14,16.122799999999998,2,2,3,223,Others,True
12435,2,80,2,7829.89,217.49694444444447,2,2,4,224,Others,True
12436,1,100,1,509.01,31.813125,2,1,2,212,Others,False
12437,18,2,18,4951.41,24.75705,4,4,4,444,Loyal,True
12438,2,14,2,2906.85,29.66173469387755,4,2,4,424,Loyal,True
12441,1,367,1,173.55,15.77727272727273,1,1,1,111,Others,False
12442,1,3,1,172.06,14.338333333333333,4,1,1,411,Loyal,False
12444,5,21,5,5005.46,28.27943502824859,3,3,4,334,Loyal,True
12445,1,22,1,133.4,33.35,3,1,1,311,Others,False
12446,1,58,1,1002.3100000000001,17.281206896551726,2,1,3,213,Others,False
12447,1,243,1,476.49,18.326538461538462,1,1,2,112,Others,False
12448,1,44,1,449.45,20.429545454545455,3,1,2,312,Others,False
12449,4,22,4,4067.29,21.294712041884818,3,3,4,334,Loyal,True
12450,2,156,2,197.88,24.735,1,2,1,121,Others,True
12451,5,11,5,9035.52,25.524067796610172,4,3,4,434,Loyal,True
12452,2,17,2,430.57,19.571363636363635,4,2,2,422,Loyal,True
12453,1,134,1,707.09,16.443953488372095,2,1,3,213,Others,False
12454,1,56,1,3528.34,235.22266666666667,2,1,4,214,Others,False
12455,6,73,6,2466.86,27.409555555555556,2,4,4,244,Others,True
12456,3,44,3,3181.04,25.44832,3,3,4,334,Loyal,True
12457,7,66,7,2363.23,37.511587301587305,2,4,4,244,Others,True
12458,2,71,2,947.4,24.931578947368422,2,2,3,223,Others,True
12461,2,94,2,826.88,23.62514285714286,2,2,3,223,Others,True
12462,2,19,2,1189.59,19.186935483870965,3,2,3,323,Others,True
12463,4,53,4,1344.78,16.202168674698793,2,3,3,233,Others,True
12464,8,10,8,1212.05,41.79482758620689,4,4,3,443,Loyal,True
12465,2,17,2,742.1899999999999,15.79127659574468,4,2,3,423,Loyal,True
12468,2,188,2,729.5400000000001,19.19842105263158,1,2,3,123,Others,True
12471,30,2,30,19824.05,43.09576086956522,4,4,4,444,Loyal,True
12472,7,32,7,6572.11,19.386755162241887,3,4,4,344,Loyal,True
12473,5,29,5,3938.5499999999997,23.443749999999998,3,3,4,334,Loyal,True
12474,18,17,18,7375.79,17.395731132075472,4,4,4,444,Loyal,True
12475,1,54,1,723.38,20.093888888888888,2,1,3,213,Others,False
12476,11,16,11,6816.42,29.255021459227468,4,4,4,444,Loyal,True
12477,6,23,6,13219.74,44.065799999999996,3,4,4,344,Loyal,True
12478,1,4,1,680.99,18.91638888888889,4,1,3,413,Loyal,False
12479,1,11,1,527.2,17.006451612903227,4,1,2,412,Loyal,False
12480,4,28,4,3281.63,21.309285714285714,3,3,4,334,Loyal,True
12481,10,23,10,5596.32,25.789493087557602,3,4,4,344,Loyal,True
12483,8,17,8,2484.98,33.133066666666664,4,4,4,444,Loyal,True
12484,6,33,6,4541.72,13.126358381502891,3,4,4,344,Loyal,True
12488,3,10,3,1298.66,23.612000000000002,4,3,3,433,Loyal,True
12489,1,336,1,334.93,22.328666666666667,1,1,2,112,Others,False
12490,10,5,10,5417.93,22.114,4,4,4,444,Loyal,True
12491,1,39,1,460.40000000000003,17.70769230769231,3,1,2,312,Others,False
12492,2,63,2,263.21000000000004,13.160500000000003,2,2,1,221,Others,True
12493,2,166,2,433.74,19.715454545454545,1,2,2,122,Others,True
12494,7,16,7,1246.1000000000001,16.183116883116885,4,4,3,443,Loyal,True
12497,1,82,1,1043.1,74.50714285714285,2,1,3,213,Others,False
12498,3,21,3,403.70000000000005,17.55217391304348,3,3,2,332,Others,True
12500,11,23,11,4257.82,69.80032786885245,3,4,4,344,Loyal,True
12501,1,337,1,2169.39,14.559664429530201,1,1,4,114,Others,False
12502,5,96,5,3723.87,25.332448979591835,2,3,4,234,Others,True
12504,2,18,2,482.04999999999995,53.5611111111111,4,2,2,422,Loyal,True
12506,1,233,1,73.5,3.1956521739130435,1,1,1,111,Others,False
12507,3,134,3,1304.81,59.30954545454545,2,3,3,233,Others,True
12508,2,26,2,398.27,5.772028985507246,3,2,2,322,Others,True
12509,1,284,1,176.5,25.214285714285715,1,1,1,111,Others,False
12510,2,143,2,982.5699999999999,29.774848484848484,1,2,3,123,Others,True
12512,2,66,2,138.03,4.059705882352941,2,2,1,221,Others,True
12513,1,113,1,612.29,17.494,2,1,2,212,Others,False
12514,1,267,1,1017.68,19.954509803921567,1,1,3,113,Others,False
12515,1,353,1,383.7,23.98125,1,1,2,112,Others,False
12516,2,78,2,1312.06,50.46384615384615,2,2,3,223,Others,True
12517,5,28,5,2502.84,8.812816901408452,3,3,4,334,Loyal,True
12518,5,1,5,2056.89,16.58782258064516,4,3,4,434,Loyal,True
12519,1,64,1,340.84,18.935555555555553,2,1,2,212,Others,False
12520,5,79,5,2634.26,17.330657894736845,2,3,4,234,Others,True
12521,1,143,1,599.68,15.781052631578946,1,1,2,112,Others,False
12522,2,39,2,192.72,16.06,3,2,1,321,Others,True
12523,11,19,11,1789.77,16.884622641509434,3,4,4,344,Loyal,True
12524,8,9,8,4485.72,31.150833333333335,4,4,4,444,Loyal,True
12526,3,1,3,1316.66,18.54450704225352,4,3,3,433,Loyal,True
12527,3,82,3,348.71000000000004,19.37277777777778,2,3,2,232,Others,True
12528,6,9,6,1933.48,21.01608695652174,4,4,4,444,Loyal,True
12530,4,60,4,1662.28,25.186060606060607,2,3,4,234,Others,True
12531,1,15,1,125.22,7.365882352941177,4,1,1,411,Loyal,False
12532,1,30,1,349.83000000000004,21.864375000000003,3,1,2,312,Others,False
12534,1,131,1,1089.18,17.28857142857143,2,1,3,213,Others,False
12535,2,92,2,716.35,21.069117647058825,2,2,3,223,Others,True
12536,3,43,3,12601.830000000002,48.282873563218395,3,3,4,334,Loyal,True
12538,1,29,1,363.95,17.33095238095238,3,1,2,312,Others,False
12539,4,22,4,5568.35,20.396886446886448,3,3,4,334,Loyal,True
12540,17,20,17,13400.24,28.03397489539749,3,4,4,344,Loyal,True
12541,3,30,3,981.18,18.868846153846153,3,3,3,333,Loyal,True
12544,1,36,1,372.7,19.61578947368421,3,1,2,312,Others,False
12545,2,75,2,1000.39,20.0078,2,2,3,223,Others,True
12546,2,47,2,1161.5,16.833333333333332,3,2,3,323,Others,True
12547,2,198,2,207.79999999999998,25.974999999999998,1,2,1,121,Others,True
12548,1,166,1,95.19999999999999,19.04,1,1,1,111,Others,False
12550,1,79,1,964.83,16.92684210526316,2,1,3,213,Others,False
12551,1,358,1,168.0,16.8,1,1,1,111,Others,False
12552,2,39,2,437.82,21.891,3,2,2,322,Others,True
12553,10,8,10,3692.28,19.33130890052356,4,4,4,444,Loyal,True
12556,2,50,2,603.71,4.989338842975207,3,2,2,322,Others,True
12557,5,16,5,11990.960000000001,363.36242424242425,4,3,4,434,Loyal,True
12558,1,8,1,269.96,24.54181818181818,4,1,1,411,Loyal,False
12559,2,311,2,561.71,26.74809523809524,1,2,2,122,Others,True
12560,3,5,3,2134.01,20.323904761904764,4,3,4,434,Loyal,True
12561,1,303,1,238.85,14.928125,1,1,1,111,Others,False
12562,7,8,7,3781.7400000000002,22.510357142857146,4,4,4,444,Loyal,True
12564,1,261,1,456.9,21.757142857142856,1,1,2,112,Others,False
12565,1,289,1,145.92,16.21333333333333,1,1,1,111,Others,False
12566,1,86,1,351.65,18.507894736842104,2,1,2,212,Others,False
12567,10,23,10,9401.28,21.079103139013455,3,4,4,344,Loyal,True
12569,32,2,32,4124.69,21.939840425531912,4,4,4,444,Loyal,True
12571,2,40,2,519.61,15.28264705882353,3,2,2,322,Others,True
12572,2,9,2,1020.42,17.006999999999998,4,2,3,423,Loyal,True
12573,1,227,1,160.54000000000002,5.733571428571429,1,1,1,111,Others,False
12574,1,316,1,218.45,19.85909090909091,1,1,1,111,Others,False
12576,5,36,5,1315.83,14.952613636363635,3,3,3,333,Loyal,True
12577,3,35,3,657.8,4.474829931972788,3,3,2,332,Others,True
12578,2,21,2,2794.51,24.51324561403509,3,2,4,324,Others,True
12579,1,78,1,440.42,15.18689655172414,2,1,2,212,Others,False
12580,1,247,1,415.7,17.320833333333333,1,1,2,112,Others,False
12581,1,40,1,197.71,13.180666666666667,3,1,1,311,Others,False
12582,2,239,2,511.36,23.243636363636366,1,2,2,122,Others,True
12583,15,3,15,7281.38,29.47927125506073,4,4,4,444,Loyal,True
12584,9,4,9,2338.15,24.355729166666666,4,4,4,444,Loyal,True
12585,2,234,2,2040.1,23.44942528735632,1,2,4,124,Others,True
12586,1,17,1,196.94000000000003,17.903636363636366,4,1,1,411,Loyal,False
12587,1,8,1,144.0,36.0,4,1,1,411,Loyal,False
12588,1,39,1,214.89999999999998,21.49,3,1,1,311,Others,False
12589,2,29,2,646.68,18.47657142857143,3,2,2,322,Others,True
12590,2,211,2,9864.26,145.06264705882353,1,2,4,124,Others,True
12591,1,317,1,452.84999999999997,17.41730769230769,1,1,2,112,Others,False
12592,2,92,2,437.6,24.311111111111114,2,2,2,222,Others,True
12593,3,109,3,418.09999999999997,19.909523809523808,2,3,2,232,Others,True
12594,10,38,10,3338.2200000000003,28.290000000000003,3,4,4,344,Loyal,True
12596,2,51,2,618.27,22.898888888888887,3,2,2,322,Others,True
12597,4,19,4,3811.22,18.50106796116505,3,3,4,334,Loyal,True
12598,8,10,8,3023.08,22.902121212121212,4,4,4,444,Loyal,True
12599,7,29,7,1032.58,16.654516129032256,3,4,3,343,Loyal,True
12600,10,29,10,2599.04,40.61,3,4,4,344,Loyal,True
12601,5,190,5,577.0600000000001,20.609285714285715,1,3,2,132,Others,True
12602,1,59,1,153.12,12.76,2,1,1,211,Others,False
12603,1,22,1,739.1999999999999,246.39999999999998,3,1,3,313,Others,False
12604,2,79,2,254.18,15.88625,2,2,1,221,Others,True
12607,1,60,1,1579.51,15.63871287128713,2,1,3,213,Others,False
12609,3,78,3,1126.85,18.78083333333333,2,3,3,233,Others,True
12610,5,23,5,2099.54,19.80698113207547,3,3,4,334,Loyal,True
12611,1,52,1,1193.32,18.35876923076923,2,1,3,213,Others,False
12612,1,74,1,704.0400000000001,37.054736842105264,2,1,3,213,Others,False
12613,5,57,5,3344.38,21.858692810457516,2,3,4,234,Others,True
12614,1,278,1,315.6,15.780000000000001,1,1,2,112,Others,False
12615,4,2,4,2291.19,21.820857142857143,4,3,4,434,Loyal,True
12616,2,95,2,713.3,22.290625,2,2,3,223,Others,True
12617,1,29,1,355.53,8.465,3,1,2,312,Others,False
12618,1,22,1,177.31,16.11909090909091,3,1,1,311,Others,False
12619,9,16,9,3641.24,40.45822222222222,4,4,4,444,Loyal,True
12620,3,15,3,1339.41,14.558804347826088,4,3,3,433,Loyal,True
12621,20,2,20,13689.67,29.31406852248394,4,4,4,444,Loyal,True
12622,1,232,1,180.1,16.37272727272727,1,1,1,111,Others,False
12623,1,276,1,305.1,16.950000000000003,1,1,1,111,Others,False
12624,2,106,2,641.13,16.87184210526316,2,2,2,222,Others,True
12625,2,212,2,2683.82,31.207209302325584,1,2,4,124,Others,True
12626,9,23,9,6620.48,22.51863945578231,3,4,4,344,Loyal,True
12627,7,11,7,4478.53,19.47186956521739,4,4,4,444,Loyal,True
12628,3,4,3,786.46,19.181951219512197,4,3,3,433,Loyal,True
12630,2,10,2,1270.88,19.8575,4,2,3,423,Loyal,True
12631,1,57,1,640.5,20.661290322580644,2,1,2,212,Others,False
12633,4,59,4,2163.98,21.425544554455445,2,3,4,234,Others,True
12635,2,90,2,1689.18,16.724554455445546,2,2,4,224,Others,True
12637,8,67,8,6021.9,15.440769230769229,2,4,4,244,Others,True
12638,1,33,1,671.69,17.222820512820515,3,1,2,312,Others,False
12639,1,239,1,486.1,22.095454545454547,1,1,2,112,Others,False
12640,3,24,3,1174.58,22.16188679245283,3,3,3,333,Loyal,True
12641,1,115,1,185.9,18.59,2,1,1,211,Others,False
12642,3,25,3,1013.26,21.558723404255318,3,3,3,333,Loyal,True
12643,6,128,6,3344.64,139.35999999999999,2,4,4,244,Others,True
12644,1,130,1,477.91,15.416451612903227,2,1,2,212,Others,False
12645,4,34,4,1775.18,24.31753424657534,3,3,4,334,Loyal,True
12646,2,5,2,1346.97,29.932666666666666,4,2,3,423,Loyal,True
12647,12,22,12,3722.82,30.514918032786888,3,4,4,344,Loyal,True
12648,1,155,1,318.05,15.145238095238096,1,1,2,112,Others,False
12649,3,107,3,623.51,20.113225806451613,2,3,2,232,Others,True
12650,1,3,1,314.44,15.722,4,1,2,412,Loyal,False
12651,1,335,1,114.0,12.666666666666666,1,1,1,111,Others,False
12652,1,331,1,919.98,19.16625,1,1,3,113,Others,False
12653,2,149,2,2209.85,51.391860465116274,1,2,4,124,Others,True
12654,5,11,5,601.98,15.841578947368422,4,3,2,432,Loyal,True
12656,5,17,5,4051.17,32.152142857142856,4,3,4,434,Loyal,True
12657,4,11,4,1643.18,34.961276595744685,4,3,3,433,Loyal,True
12658,1,19,1,686.05,19.056944444444444,3,1,3,313,Others,False
12659,1,30,1,91.68,18.336000000000002,3,1,1,311,Others,False
12660,1,11,1,245.1,18.853846153846153,4,1,1,411,Loyal,False
12662,11,1,11,3849.78,16.73817391304348,4,4,4,444,Loyal,True
12664,9,8,9,4881.88,131.94270270270272,4,4,4,444,Loyal,True
12665,1,325,1,63.0,21.0,1,1,1,111,Others,False
12667,1,58,1,620.13,18.791818181818183,2,1,2,212,Others,False
12668,4,12,4,3807.15,23.64689440993789,4,3,4,434,Loyal,True
12669,3,151,3,2744.0299999999997,27.168613861386135,1,3,4,134,Others,True
12670,5,10,5,2996.05,32.56576086956522,4,3,4,434,Loyal,True
12672,1,330,1,225.89999999999998,22.589999999999996,1,1,1,111,Others,False
12673,2,5,2,610.52,14.536190476190475,4,2,2,422,Loyal,True
12674,4,39,4,1970.6,23.742168674698792,3,3,4,334,Loyal,True
12676,6,25,6,1331.39,29.586444444444446,3,4,3,343,Loyal,True
12678,12,42,12,17628.46,106.83915151515151,3,4,4,344,Loyal,True
12679,4,59,4,1113.02,23.187916666666666,2,3,3,233,Others,True
12680,4,1,4,862.81,16.592499999999998,4,3,3,433,Loyal,True
12681,22,15,22,13787.54,21.610564263322885,4,4,4,444,Loyal,True
12682,31,4,31,12288.22,23.406133333333333,4,4,4,444,Loyal,True
12683,15,4,15,8476.57,24.641191860465117,4,4,4,444,Loyal,True
12684,7,8,7,2283.63,21.748857142857144,4,4,4,444,Loyal,True
12685,6,28,6,2863.08,18.236178343949042,3,4,4,344,Loyal,True
12686,1,372,1,89.14,12.734285714285715,1,1,1,111,Others,False
12688,1,114,1,4873.8099999999995,28.501812865497072,2,1,4,214,Others,False
12689,2,26,2,1247.61,17.327916666666667,3,2,3,323,Others,True
12690,1,206,1,389.01,24.313125,1,1,2,112,Others,False
12691,6,28,6,1035.8,32.36875,3,4,3,343,Loyal,True
12693,4,127,4,855.91,21.946410256410257,2,3,3,233,Others,True
12694,2,70,2,869.67,23.504594594594593,2,2,3,223,Others,True
12695,4,7,4,582.1,21.55925925925926,4,3,2,432,Loyal,True
12697,3,29,3,957.59,23.355853658536585,3,3,3,333,Loyal,True
12700,4,8,4,4939.99,18.432798507462685,4,3,4,434,Loyal,True
12701,2,80,2,797.71,15.051132075471699,2,2,3,223,Others,True
12702,1,20,1,219.0,18.25,3,1,1,311,Others,False
12703,1,71,1,283.55,13.502380952380953,2,1,1,211,Others,False
12704,8,7,8,2340.84,26.600454545454546,4,4,4,444,Loyal,True
12705,9,15,9,6868.29,20.56374251497006,4,4,4,444,Loyal,True
12707,1,292,1,603.42,18.285454545454545,1,1,2,112,Others,False
12708,10,30,10,2712.91,17.27968152866242,3,4,4,344,Loyal,True
12709,15,15,15,9736.52,46.81019230769231,4,4,4,444,Loyal,True
12710,3,97,3,1149.02,14.922337662337663,2,3,3,233,Others,True
12712,13,29,13,4396.13,33.053609022556394,3,4,4,344,Loyal,True
12713,1,1,1,848.55,22.330263157894734,4,1,3,413,Loyal,False
12714,5,9,5,4708.86,18.18092664092664,4,3,4,434,Loyal,True
12715,1,106,1,353.86,16.85047619047619,2,1,2,212,Others,False
12716,2,4,2,1053.49,15.267971014492753,4,2,3,423,Loyal,True
12717,2,151,2,1030.98,18.74509090909091,1,2,3,123,Others,True
12718,1,71,1,238.25,12.539473684210526,2,1,1,211,Others,False
12719,2,5,2,644.95,16.53717948717949,4,2,2,422,Loyal,True
12720,25,3,25,5781.73,16.332570621468925,4,4,4,444,Loyal,True
12721,6,32,6,2656.13,16.497701863354038,3,4,4,344,Loyal,True
12722,4,85,4,997.63,18.82320754716981,2,3,3,233,Others,True
12723,5,4,5,725.07,10.508260869565218,4,3,3,433,Loyal,True
12724,4,5,4,1031.41,19.460566037735852,4,3,3,433,Loyal,True
12725,1,371,1,427.8,17.825,1,1,2,112,Others,False
12726,7,28,7,2609.1,21.041129032258063,3,4,4,344,Loyal,True
12727,7,11,7,3980.7,28.638129496402875,4,4,4,444,Loyal,True
12728,4,71,4,836.33,18.18108695652174,2,3,3,233,Others,True
12729,1,114,1,453.01,17.423461538461538,2,1,2,212,Others,False
12731,12,24,12,18895.91,68.96317518248175,3,4,4,344,Loyal,True
12732,1,180,1,236.26000000000002,19.688333333333336,1,1,1,111,Others,False
12733,1,234,1,383.95,17.452272727272728,1,1,2,112,Others,False
12734,1,353,1,110.39999999999999,27.599999999999998,1,1,1,111,Others,False
12735,2,315,2,779.5699999999999,18.12953488372093,1,2,3,123,Others,True
12736,1,333,1,234.0,58.5,1,1,1,111,Others,False
12738,1,372,1,155.35,14.122727272727273,1,1,1,111,Others,False
12739,2,78,2,1013.04,26.658947368421053,2,2,3,223,Others,True
12740,1,64,1,427.6,15.837037037037037,2,1,2,212,Others,False
12743,2,134,2,546.43,4.077835820895522,2,2,2,222,Others,True
12744,7,52,7,21279.29,95.85265765765766,2,4,4,244,Others,True
12747,11,2,11,4196.01,40.737961165048546,4,4,4,444,Loyal,True
12748,210,1,210,33719.73,7.33675587467363,4,4,4,444,Loyal,True
12749,5,4,5,4090.88,20.55718592964824,4,3,4,434,Loyal,True
12750,1,129,1,275.88,18.392,2,1,1,211,Others,False
12752,1,81,1,4366.78,82.3920754716981,2,1,4,214,Others,False
12753,6,23,6,21429.39,108.77862944162436,3,4,4,344,Loyal,True
12754,3,236,3,3010.74,47.78952380952381,1,3,4,134,Others,True
12755,2,281,2,3811.95,952.9875,1,2,4,124,Others,True
12756,1,87,1,112.07999999999998,28.019999999999996,2,1,1,211,Others,False
12757,13,16,13,7857.1,21.178167115902966,4,4,4,444,Loyal,True
12758,2,117,2,2791.59,28.779278350515465,2,2,4,224,Others,True
12759,3,52,3,1531.44,16.12042105263158,2,3,3,233,Others,True
12762,2,8,2,1898.52,27.51478260869565,4,2,4,424,Loyal,True
12763,2,138,2,494.08,27.448888888888888,2,2,2,222,Others,True
12764,1,317,1,1693.88,37.64177777777778,1,1,4,114,Others,False
12766,7,4,7,6989.63,22.547193548387096,4,4,4,444,Loyal,True
12769,1,239,1,1143.6,35.7375,1,1,3,113,Others,False
12770,1,211,1,1351.45,112.62083333333334,1,1,3,113,Others,False
12772,1,60,1,892.47,16.226727272727274,2,1,3,213,Others,False
12775,5,17,5,1386.04,21.00060606060606,4,3,3,433,Loyal,True
12778,6,20,6,822.23,16.4446,3,4,3,343,Loyal,True
12779,8,38,8,3981.36,26.72053691275168,3,4,4,344,Loyal,True
12781,2,64,2,826.74,33.0696,2,2,3,223,Others,True
12782,5,5,5,2330.92,22.630291262135923,4,3,4,434,Loyal,True
12783,6,2,6,2225.91,26.49892857142857,4,4,4,444,Loyal,True
12784,2,9,2,574.42,9.73593220338983,4,2,2,422,Loyal,True
12785,1,364,1,311.95,22.282142857142855,1,1,2,112,Others,False
12787,3,10,3,463.66,23.183,4,3,2,432,Loyal,True
12789,1,65,1,91.85,22.9625,2,1,1,211,Others,False
12790,1,192,1,324.92,15.472380952380954,1,1,2,112,Others,False
12791,1,374,1,192.60000000000002,96.30000000000001,1,1,1,111,Others,False
12792,1,257,1,400.53999999999996,16.0216,1,1,2,112,Others,False
12793,2,335,2,545.48,22.728333333333335,1,2,2,122,Others,True
12794,2,53,2,860.41,19.12022222222222,2,2,3,223,Others,True
12795,1,19,1,430.48,30.74857142857143,3,1,2,312,Others,False
12797,1,366,1,254.03,19.540769230769232,1,1,1,111,Others,False
12798,3,10,3,6977.04,872.13,4,3,4,434,Loyal,True
12802,1,187,1,427.58,17.1032,1,1,2,112,Others,False
12808,3,37,3,483.65000000000003,17.273214285714285,3,3,2,332,Others,True
12809,1,178,1,489.31,19.572400000000002,1,1,2,112,Others,False
12811,3,261,3,514.85,16.608064516129033,1,3,2,132,Others,True
12812,1,45,1,229.64000000000001,15.309333333333335,3,1,1,311,Others,False
12814,1,102,1,125.92,62.96,2,1,1,211,Others,False
12815,2,148,2,1063.46,22.6268085106383,1,2,3,123,Others,True
12816,2,96,2,572.2,19.731034482758623,2,2,2,222,Others,True
12817,1,281,1,166.04,41.51,1,1,1,111,Others,False
12818,1,262,1,1542.08,110.14857142857143,1,1,3,113,Others,False
12820,4,3,4,942.34,15.97186440677966,4,3,3,433,Loyal,True
12821,1,214,1,92.72,15.453333333333333,1,1,1,111,Others,False
12822,2,71,2,948.88,20.62782608695652,2,2,3,223,Others,True
12823,5,75,5,1759.5,351.9,2,3,4,234,Others,True
12824,1,60,1,397.12,15.8848,2,1,2,212,Others,False
12826,7,3,7,1474.72,16.205714285714286,4,4,3,443,Loyal,True
12827,3,6,3,430.15000000000003,17.206000000000003,4,3,2,432,Loyal,True
12828,6,3,6,1018.71,18.19125,4,4,3,443,Loyal,True
12829,2,337,2,293.0,26.636363636363637,1,2,1,121,Others,True
12830,6,38,6,6814.64,179.33263157894737,3,4,4,344,Loyal,True
12831,1,262,1,215.05,23.894444444444446,1,1,1,111,Others,False
12832,2,32,2,383.03,14.186296296296295,3,2,2,322,Others,True
12833,1,145,1,417.38,17.390833333333333,1,1,2,112,Others,False
12834,1,283,1,312.38,17.354444444444443,1,1,2,112,Others,False
12836,4,59,4,2612.86,14.930628571428572,2,3,4,234,Others,True
12837,1,173,1,134.1,11.174999999999999,1,1,1,111,Others,False
12838,2,34,2,683.13,5.55390243902439,3,2,3,323,Others,True
12839,14,3,14,5591.42,17.80707006369427,4,4,4,444,Loyal,True
12840,4,144,4,2726.77,24.13070796460177,1,3,4,134,Others,True
12841,25,5,25,4022.35,9.577023809523808,4,4,4,444,Loyal,True
12842,2,70,2,1118.99,32.9114705882353,2,2,3,223,Others,True
