StockCode,Stock,LastUpdated,Total_Sold,New_Stock
84971,16071,2025-06-09,0.0,16071.0
47580,9821,2025-05-18,0.0,9821.0
22261,18300,2025-05-23,0.0,18300.0
84832,16683,2025-05-22,0.0,16683.0
22644,19692,2025-06-10,0.0,19692.0
21533,3883,2025-06-06,0.0,3883.0
21557,611,2025-05-28,0.0,611.0
15056,5603,2025-06-13,0.0,5603.0
22646,17627,2025-05-28,0.0,17627.0
22176,1281,2025-05-31,0.0,1281.0
22438,3131,2025-05-20,0.0,3131.0
22778,201,2025-06-12,0.0,201.0
22719,4997,2025-05-24,0.0,4997.0
21523,15859,2025-05-27,0.0,15859.0
D,18375,2025-06-05,0.0,18375.0
21912,6569,2025-06-11,0.0,6569.0
21832,5166,2025-05-30,0.0,5166.0
22379,10306,2025-05-26,0.0,10306.0
22381,8028,2025-05-30,0.0,8028.0
22798,14704,2025-06-08,0.0,14704.0
22926,17951,2025-05-27,0.0,17951.0
22839,2627,2025-06-14,0.0,2627.0
22838,2952,2025-05-26,0.0,2952.0
22783,16539,2025-06-12,0.0,16539.0
35004,3196,2025-05-22,0.0,3196.0
82484,7325,2025-05-18,0.0,7325.0
84755,2955,2025-06-09,0.0,2955.0
22464,7820,2025-05-30,0.0,7820.0
21324,18473,2025-06-05,0.0,18473.0
22457,18223,2025-05-29,0.0,18223.0
22469,5496,2025-06-02,0.0,5496.0
22470,13867,2025-06-12,0.0,13867.0
22224,6337,2025-06-10,0.0,6337.0
21340,349,2025-06-03,0.0,349.0
22189,12442,2025-06-10,0.0,12442.0
22427,15930,2025-06-01,0.0,15930.0
22428,15018,2025-05-24,0.0,15018.0
22424,7594,2025-05-22,0.0,7594.0
22663,17215,2025-06-07,0.0,17215.0
85049,369,2025-05-21,0.0,369.0
22168,6972,2025-06-13,0.0,6972.0
22662,6394,2025-05-23,0.0,6394.0
84880,19941,2025-06-08,0.0,19941.0
79321,625,2025-05-27,0.0,625.0
22780,13670,2025-05-31,0.0,13670.0
22779,174,2025-05-25,0.0,174.0
22466,13093,2025-05-22,0.0,13093.0
21363,16334,2025-06-08,0.0,16334.0
21411,19463,2025-06-08,0.0,19463.0
22318,15378,2025-05-17,0.0,15378.0
22915,8271,2025-05-21,0.0,8271.0
22922,8338,2025-05-17,0.0,8338.0
22969,1641,2025-05-24,0.0,1641.0
22923,4372,2025-06-03,0.0,4372.0
21115,2666,2025-06-10,0.0,2666.0
22242,19566,2025-05-20,0.0,19566.0
22941,14874,2025-06-05,0.0,14874.0
21622,11256,2025-05-24,0.0,11256.0
85014,9327,2025-06-12,0.0,9327.0
22193,2163,2025-06-06,0.0,2163.0
22192,11173,2025-06-06,0.0,11173.0
22191,9223,2025-05-21,0.0,9223.0
22195,8299,2025-06-13,0.0,8299.0
22196,19844,2025-06-02,0.0,19844.0
22962,1649,2025-05-26,0.0,1649.0
22963,665,2025-05-24,0.0,665.0
22968,5094,2025-05-23,0.0,5094.0
84970,15954,2025-05-18,0.0,15954.0
22910,15952,2025-05-18,0.0,15952.0
20668,2123,2025-05-23,0.0,2123.0
22197,14879,2025-05-21,0.0,14879.0
22198,13710,2025-06-06,0.0,13710.0
21080,8945,2025-05-22,0.0,8945.0
21086,7972,2025-06-04,0.0,7972.0
21786,8996,2025-05-30,0.0,8996.0
22654,18141,2025-05-28,0.0,18141.0
21485,16182,2025-05-17,0.0,16182.0
84030,2910,2025-05-18,0.0,2910.0
22174,19420,2025-06-09,0.0,19420.0
22556,1311,2025-05-29,0.0,1311.0
21984,14643,2025-05-26,0.0,14643.0
21983,2597,2025-06-03,0.0,2597.0
21980,12467,2025-05-30,0.0,12467.0
21484,14816,2025-06-12,0.0,14816.0
22557,4164,2025-06-04,0.0,4164.0
22553,9430,2025-06-04,0.0,9430.0
22150,17296,2025-05-24,0.0,17296.0
22619,14373,2025-06-11,0.0,14373.0
21891,14086,2025-06-10,0.0,14086.0
21889,7677,2025-05-19,0.0,7677.0
22827,2012,2025-05-19,0.0,2012.0
22127,6340,2025-06-13,0.0,6340.0
22128,1375,2025-06-08,0.0,1375.0
22502,2756,2025-05-28,0.0,2756.0
22338,9801,2025-06-06,0.0,9801.0
22180,8894,2025-05-20,0.0,8894.0
21506,19816,2025-05-25,0.0,19816.0
22866,6903,2025-05-30,0.0,6903.0
22865,4801,2025-05-20,0.0,4801.0
22349,11500,2025-06-09,0.0,11500.0
22558,3694,2025-06-12,0.0,3694.0
85152,17858,2025-06-11,0.0,17858.0
22652,4100,2025-05-19,0.0,4100.0
22188,6649,2025-05-28,0.0,6649.0
21314,207,2025-05-23,0.0,207.0
22730,12945,2025-05-18,0.0,12945.0
22729,989,2025-06-08,0.0,989.0
22867,12175,2025-06-04,0.0,12175.0
22803,6776,2025-06-12,0.0,6776.0
21844,1820,2025-06-03,0.0,1820.0
22468,17825,2025-06-14,0.0,17825.0
48185,11230,2025-05-21,0.0,11230.0
21232,4708,2025-06-03,0.0,4708.0
22064,8026,2025-05-24,0.0,8026.0
22449,675,2025-06-04,0.0,675.0
22835,18200,2025-05-20,0.0,18200.0
22112,19684,2025-06-12,0.0,19684.0
21479,14108,2025-05-28,0.0,14108.0
22111,12894,2025-06-11,0.0,12894.0
22110,19319,2025-05-21,0.0,19319.0
22098,10282,2025-06-07,0.0,10282.0
22100,11246,2025-06-07,0.0,11246.0
22766,14393,2025-05-22,0.0,14393.0
22451,10124,2025-05-24,0.0,10124.0
22549,2620,2025-05-17,0.0,2620.0
84744,4029,2025-06-14,0.0,4029.0
21328,8694,2025-06-04,0.0,8694.0
17091,9015,2025-06-07,0.0,9015.0
22473,6162,2025-05-30,0.0,6162.0
84509,7987,2025-06-05,0.0,7987.0
84510,7926,2025-05-17,0.0,7926.0
22767,3621,2025-06-12,0.0,3621.0
22768,1501,2025-05-19,0.0,1501.0
21463,12471,2025-05-19,0.0,12471.0
21464,4388,2025-05-24,0.0,4388.0
20820,15764,2025-05-16,0.0,15764.0
85150,14956,2025-06-05,0.0,14956.0
22117,14464,2025-05-24,0.0,14464.0
48129,13769,2025-05-25,0.0,13769.0
82580,2615,2025-06-08,0.0,2615.0
82578,3102,2025-06-03,0.0,3102.0
82581,18163,2025-06-05,0.0,18163.0
22413,15627,2025-06-06,0.0,15627.0
21907,6336,2025-06-02,0.0,6336.0
22441,409,2025-05-24,0.0,409.0
21122,7996,2025-05-22,0.0,7996.0
22851,10256,2025-05-23,0.0,10256.0
22810,10425,2025-06-13,0.0,10425.0
22809,14593,2025-06-08,0.0,14593.0
22435,7441,2025-05-20,0.0,7441.0
20966,18270,2025-05-21,0.0,18270.0
20963,7086,2025-06-07,0.0,7086.0
20961,11933,2025-06-11,0.0,11933.0
22068,4795,2025-05-25,0.0,4795.0
21743,9449,2025-06-01,0.0,9449.0
21744,1548,2025-05-30,0.0,1548.0
84709,7474,2025-06-12,0.0,7474.0
21592,18252,2025-05-28,0.0,18252.0
21587,17692,2025-06-02,0.0,17692.0
20992,1406,2025-05-26,0.0,1406.0
22804,14583,2025-05-30,0.0,14583.0
20749,10336,2025-06-11,0.0,10336.0
22382,15773,2025-05-28,0.0,15773.0
20726,9999,2025-06-06,0.0,9999.0
22384,13376,2025-05-20,0.0,13376.0
22467,17513,2025-05-30,0.0,17513.0
84625,339,2025-06-04,0.0,339.0
21108,11189,2025-05-18,0.0,11189.0
22848,7158,2025-06-07,0.0,7158.0
47570,10124,2025-06-05,0.0,10124.0
22837,11687,2025-05-27,0.0,11687.0
22297,231,2025-06-11,0.0,231.0
22772,14338,2025-05-31,0.0,14338.0
22773,16176,2025-05-22,0.0,16176.0
22805,16084,2025-05-31,0.0,16084.0
21125,3611,2025-05-28,0.0,3611.0
21126,14216,2025-06-10,0.0,14216.0
21061,17952,2025-06-05,0.0,17952.0
21063,16847,2025-05-20,0.0,16847.0
21062,17564,2025-06-13,0.0,17564.0
84380,8453,2025-05-27,0.0,8453.0
84378,498,2025-06-01,0.0,498.0
22964,2889,2025-05-20,0.0,2889.0
21213,18245,2025-06-04,0.0,18245.0
22417,10063,2025-06-07,0.0,10063.0
84992,10868,2025-06-11,0.0,10868.0
22383,11525,2025-05-31,0.0,11525.0
20728,9507,2025-06-01,0.0,9507.0
20727,3969,2025-05-21,0.0,3969.0
22296,17472,2025-06-07,0.0,17472.0
20914,14875,2025-05-29,0.0,14875.0
22537,17417,2025-06-10,0.0,17417.0
22533,6331,2025-06-08,0.0,6331.0
20982,11419,2025-05-26,0.0,11419.0
21915,1989,2025-06-05,0.0,1989.0
21914,17733,2025-06-02,0.0,17733.0
21544,18512,2025-06-13,0.0,18512.0
22813,8924,2025-05-24,0.0,8924.0
84375,4195,2025-05-27,0.0,4195.0
22418,19866,2025-05-31,0.0,19866.0
22178,1558,2025-05-27,0.0,1558.0
22465,14503,2025-06-01,0.0,14503.0
84949,4970,2025-05-24,0.0,4970.0
20685,4201,2025-05-22,0.0,4201.0
48194,12650,2025-05-23,0.0,12650.0
22488,2096,2025-05-19,0.0,2096.0
22219,14919,2025-05-19,0.0,14919.0
22610,10050,2025-06-03,0.0,10050.0
22716,6407,2025-05-25,0.0,6407.0
22706,2629,2025-06-04,0.0,2629.0
22371,19910,2025-05-29,0.0,19910.0
21210,4474,2025-06-13,0.0,4474.0
16237,18149,2025-05-25,0.0,18149.0
22714,5515,2025-05-28,0.0,5515.0
22812,5807,2025-05-28,0.0,5807.0
84347,15301,2025-05-20,0.0,15301.0
22736,4842,2025-05-30,0.0,4842.0
22620,721,2025-05-23,0.0,721.0
21705,18694,2025-05-27,0.0,18694.0
90199,9095,2025-06-01,0.0,9095.0
22785,17554,2025-06-11,0.0,17554.0
22975,8030,2025-06-08,0.0,8030.0
22972,14922,2025-06-10,0.0,14922.0
22568,17768,2025-06-11,0.0,17768.0
85116,8231,2025-05-22,0.0,8231.0
22664,1949,2025-06-11,0.0,1949.0
21609,6406,2025-06-07,0.0,6406.0
21866,4530,2025-05-23,0.0,4530.0
20669,10985,2025-06-09,0.0,10985.0
90129,10168,2025-06-02,0.0,10168.0
90210,16732,2025-05-23,0.0,16732.0
21955,160,2025-05-17,0.0,160.0
72802,6513,2025-06-06,0.0,6513.0
22109,12849,2025-06-06,0.0,12849.0
22531,4472,2025-05-21,0.0,4472.0
21811,3276,2025-05-24,0.0,3276.0
22183,16187,2025-05-18,0.0,16187.0
21678,17666,2025-05-18,0.0,17666.0
21676,19778,2025-06-02,0.0,19778.0
85169,1322,2025-05-16,0.0,1322.0
16238,8824,2025-05-30,0.0,8824.0
84906,14744,2025-06-13,0.0,14744.0
21867,4400,2025-06-01,0.0,4400.0
22075,1223,2025-05-23,0.0,1223.0
21326,1640,2025-05-22,0.0,1640.0
21065,4451,2025-05-29,0.0,4451.0
22074,19132,2025-05-26,0.0,19132.0
20713,1819,2025-06-07,0.0,1819.0
21116,15447,2025-06-07,0.0,15447.0
21824,17633,2025-05-31,0.0,17633.0
21823,2434,2025-06-10,0.0,2434.0
22153,18017,2025-05-20,0.0,18017.0
20717,11767,2025-06-14,0.0,11767.0
22328,11712,2025-06-05,0.0,11712.0
22327,19091,2025-06-07,0.0,19091.0
22630,17697,2025-05-18,0.0,17697.0
21245,5817,2025-05-23,0.0,5817.0
21244,6770,2025-05-18,0.0,6770.0
21242,9913,2025-05-17,0.0,9913.0
21243,11011,2025-05-23,0.0,11011.0
22273,12126,2025-06-12,0.0,12126.0
22940,10015,2025-05-28,0.0,10015.0
22759,1219,2025-05-31,0.0,1219.0
21880,5878,2025-06-04,0.0,5878.0
21738,17726,2025-05-18,0.0,17726.0
22077,18189,2025-06-10,0.0,18189.0
21448,7094,2025-06-14,0.0,7094.0
22243,11521,2025-06-02,0.0,11521.0
22141,16264,2025-05-23,0.0,16264.0
22144,6479,2025-05-27,0.0,6479.0
21739,2590,2025-06-14,0.0,2590.0
22271,11134,2025-05-19,0.0,11134.0
22274,10353,2025-05-30,0.0,10353.0
22751,13799,2025-05-20,0.0,13799.0
21034,8226,2025-05-26,0.0,8226.0
22570,8522,2025-06-07,0.0,8522.0
22569,19945,2025-06-06,0.0,19945.0
22902,2635,2025-05-28,0.0,2635.0
21710,14778,2025-05-29,0.0,14778.0
21708,17527,2025-06-12,0.0,17527.0
21711,3418,2025-05-16,0.0,3418.0
22179,7928,2025-05-20,0.0,7928.0
21706,7957,2025-06-03,0.0,7957.0
85184,12849,2025-06-13,0.0,12849.0
22988,6020,2025-06-05,0.0,6020.0
20750,7099,2025-05-24,0.0,7099.0
22952,9794,2025-05-20,0.0,9794.0
22739,4415,2025-06-05,0.0,4415.0
22738,3962,2025-05-25,0.0,3962.0
22909,2219,2025-05-23,0.0,2219.0
35591,5637,2025-05-26,0.0,5637.0
22186,16203,2025-05-28,0.0,16203.0
22695,13166,2025-05-18,0.0,13166.0
22580,16664,2025-05-20,0.0,16664.0
22147,2848,2025-05-20,0.0,2848.0
22130,7559,2025-05-20,0.0,7559.0
22694,7287,2025-06-02,0.0,7287.0
21790,8776,2025-05-19,0.0,8776.0
22149,8035,2025-06-05,0.0,8035.0
22321,17325,2025-06-03,0.0,17325.0
22594,2263,2025-06-14,0.0,2263.0
22593,1332,2025-05-25,0.0,1332.0
22595,9369,2025-06-09,0.0,9369.0
21986,6368,2025-05-24,0.0,6368.0
22750,16137,2025-05-30,0.0,16137.0
22616,12409,2025-06-01,0.0,12409.0
22775,16202,2025-06-03,0.0,16202.0
22899,19832,2025-05-18,0.0,19832.0
22367,19395,2025-05-16,0.0,19395.0
22942,7680,2025-05-26,0.0,7680.0
21976,17732,2025-06-12,0.0,17732.0
22951,7577,2025-06-05,0.0,7577.0
22834,10992,2025-05-29,0.0,10992.0
21916,10860,2025-05-20,0.0,10860.0
22587,16296,2025-05-16,0.0,16296.0
22566,10161,2025-06-05,0.0,10161.0
22565,1242,2025-05-27,0.0,1242.0
22472,662,2025-05-16,0.0,662.0
22551,12239,2025-05-19,0.0,12239.0
22554,1692,2025-05-22,0.0,1692.0
22534,10825,2025-05-20,0.0,10825.0
22529,1518,2025-06-09,0.0,1518.0
22530,5900,2025-05-18,0.0,5900.0
84032,9028,2025-05-16,0.0,9028.0
22807,12519,2025-06-04,0.0,12519.0
21494,4319,2025-05-25,0.0,4319.0
22938,12559,2025-06-09,0.0,12559.0
21892,764,2025-05-27,0.0,764.0
21890,18279,2025-06-13,0.0,18279.0
21718,11385,2025-05-28,0.0,11385.0
21716,5566,2025-05-31,0.0,5566.0
21715,214,2025-05-29,0.0,214.0
22113,13719,2025-06-14,0.0,13719.0
22358,2259,2025-06-04,0.0,2259.0
22357,10336,2025-06-11,0.0,10336.0
22115,5985,2025-05-27,0.0,5985.0
21481,17078,2025-06-08,0.0,17078.0
22585,18796,2025-06-11,0.0,18796.0
21556,4248,2025-06-01,0.0,4248.0
22645,18397,2025-06-01,0.0,18397.0
22650,12835,2025-06-12,0.0,12835.0
22508,3038,2025-05-17,0.0,3038.0
22511,9584,2025-06-11,0.0,9584.0
22829,4824,2025-06-06,0.0,4824.0
21154,13207,2025-06-12,0.0,13207.0
17021,2858,2025-05-30,0.0,2858.0
22059,2393,2025-05-26,0.0,2393.0
84678,5886,2025-06-08,0.0,5886.0
85172,15445,2025-05-25,0.0,15445.0
22142,14527,2025-06-02,0.0,14527.0
21591,3998,2025-06-09,0.0,3998.0
22480,4063,2025-05-20,0.0,4063.0
22294,16476,2025-06-04,0.0,16476.0
21156,9139,2025-06-04,0.0,9139.0
10133,15244,2025-06-05,0.0,15244.0
72800,1503,2025-06-06,0.0,1503.0
84836,10476,2025-05-17,0.0,10476.0
20774,8785,2025-05-25,0.0,8785.0
20773,7393,2025-05-31,0.0,7393.0
20777,581,2025-05-29,0.0,581.0
16016,11204,2025-06-06,0.0,11204.0
16014,5078,2025-06-05,0.0,5078.0
21651,573,2025-05-19,0.0,573.0
22618,175,2025-05-18,0.0,175.0
21586,2306,2025-06-09,0.0,2306.0
22152,4319,2025-05-25,0.0,4319.0
84754,8798,2025-05-26,0.0,8798.0
22670,892,2025-05-25,0.0,892.0
84849,19347,2025-05-21,0.0,19347.0
22927,7715,2025-05-22,0.0,7715.0
22925,6357,2025-05-27,0.0,6357.0
21259,13143,2025-05-24,0.0,13143.0
21257,9765,2025-06-04,0.0,9765.0
21121,3861,2025-05-27,0.0,3861.0
82552,9510,2025-05-27,0.0,9510.0
90200,13230,2025-06-05,0.0,13230.0
90059,4917,2025-06-05,0.0,4917.0
90185,8740,2025-05-27,0.0,8740.0
22737,3549,2025-06-01,0.0,3549.0
21260,8732,2025-05-23,0.0,8732.0
22744,15414,2025-05-20,0.0,15414.0
21985,2417,2025-05-20,0.0,2417.0
22295,6223,2025-05-17,0.0,6223.0
16258,6982,2025-06-10,0.0,6982.0
21992,10610,2025-05-29,0.0,10610.0
21124,17398,2025-05-26,0.0,17398.0
22735,10631,2025-06-12,0.0,10631.0
22945,7513,2025-05-21,0.0,7513.0
21816,17592,2025-06-01,0.0,17592.0
21815,12218,2025-05-19,0.0,12218.0
21814,2522,2025-06-08,0.0,2522.0
10125,5526,2025-05-23,0.0,5526.0
22573,7481,2025-05-27,0.0,7481.0
22577,16091,2025-05-23,0.0,16091.0
22603,16940,2025-06-09,0.0,16940.0
20878,10270,2025-05-23,0.0,10270.0
20866,12653,2025-05-18,0.0,12653.0
85095,13333,2025-06-05,0.0,13333.0
22333,3152,2025-05-26,0.0,3152.0
21584,18340,2025-06-11,0.0,18340.0
22731,6658,2025-05-24,0.0,6658.0
22956,11266,2025-05-31,0.0,11266.0
22582,14931,2025-05-16,0.0,14931.0
85231,3463,2025-05-26,0.0,3463.0
22082,13502,2025-06-11,0.0,13502.0
22500,16908,2025-06-10,0.0,16908.0
22742,7575,2025-06-04,0.0,7575.0
21329,1170,2025-05-21,0.0,1170.0
21327,2081,2025-06-13,0.0,2081.0
48173,12786,2025-06-13,0.0,12786.0
72818,788,2025-05-19,0.0,788.0
22312,11695,2025-05-28,0.0,11695.0
21137,3854,2025-06-12,0.0,3854.0
22041,8060,2025-05-25,0.0,8060.0
20979,9412,2025-05-26,0.0,9412.0
20977,14320,2025-06-01,0.0,14320.0
22571,1882,2025-05-25,0.0,1882.0
22423,1844,2025-05-26,0.0,1844.0
21621,13401,2025-05-16,0.0,13401.0
47563,5039,2025-05-17,0.0,5039.0
84558,14705,2025-06-13,0.0,14705.0
21577,16049,2025-06-05,0.0,16049.0
22087,12650,2025-05-31,0.0,12650.0
22651,13943,2025-06-12,0.0,13943.0
22713,15969,2025-05-28,0.0,15969.0
21370,7271,2025-06-10,0.0,7271.0
21367,11210,2025-05-27,0.0,11210.0
22376,14167,2025-05-17,0.0,14167.0
21895,1718,2025-05-19,0.0,1718.0
22372,7091,2025-05-19,0.0,7091.0
21190,13195,2025-05-19,0.0,13195.0
21894,11758,2025-06-07,0.0,11758.0
70007,14735,2025-05-22,0.0,14735.0
46000,8553,2025-05-24,0.0,8553.0
22712,14278,2025-05-17,0.0,14278.0
22983,7699,2025-05-18,0.0,7699.0
22024,7521,2025-05-18,0.0,7521.0
21488,9129,2025-05-24,0.0,9129.0
22895,5346,2025-06-10,0.0,5346.0
22784,15144,2025-06-12,0.0,15144.0
21441,11706,2025-05-19,0.0,11706.0
84947,11235,2025-06-01,0.0,11235.0
22485,9499,2025-05-22,0.0,9499.0
21794,13092,2025-06-14,0.0,13092.0
20707,6864,2025-06-04,0.0,6864.0
22588,2133,2025-05-30,0.0,2133.0
21292,17233,2025-05-25,0.0,17233.0
22760,14213,2025-06-10,0.0,14213.0
22107,8784,2025-05-29,0.0,8784.0
21486,8618,2025-05-19,0.0,8618.0
22151,15817,2025-06-08,0.0,15817.0
22643,4838,2025-06-04,0.0,4838.0
22642,6061,2025-05-25,0.0,6061.0
22604,17684,2025-06-08,0.0,17684.0
22099,7912,2025-06-14,0.0,7912.0
22653,9892,2025-06-08,0.0,9892.0
22906,18284,2025-05-31,0.0,18284.0
22754,426,2025-06-11,0.0,426.0
22919,7526,2025-05-22,0.0,7526.0
22917,4582,2025-06-07,0.0,4582.0
22920,14790,2025-05-24,0.0,14790.0
22921,3209,2025-06-07,0.0,3209.0
22918,2003,2025-06-08,0.0,2003.0
22916,15491,2025-06-03,0.0,15491.0
22575,8617,2025-06-01,0.0,8617.0
21804,7269,2025-05-18,0.0,7269.0
21588,6728,2025-06-04,0.0,6728.0
22955,18497,2025-05-28,0.0,18497.0
22583,16143,2025-05-23,0.0,16143.0
22241,15203,2025-05-29,0.0,15203.0
22904,9776,2025-05-31,0.0,9776.0
22905,6512,2025-06-13,0.0,6512.0
22092,6552,2025-06-09,0.0,6552.0
22096,13585,2025-06-06,0.0,13585.0
21358,7932,2025-06-06,0.0,7932.0
21123,4825,2025-05-22,0.0,4825.0
21427,314,2025-06-07,0.0,314.0
21930,5330,2025-05-17,0.0,5330.0
20772,1334,2025-05-25,0.0,1334.0
71406,333,2025-06-01,0.0,333.0
84985,3976,2025-05-29,0.0,3976.0
20754,16338,2025-06-03,0.0,16338.0
84596,9735,2025-06-12,0.0,9735.0
21111,5028,2025-05-23,0.0,5028.0
22501,13331,2025-06-02,0.0,13331.0
22854,5461,2025-05-31,0.0,5461.0
47599,2134,2025-05-19,0.0,2134.0
20972,19274,2025-05-25,0.0,19274.0
21041,16557,2025-05-28,0.0,16557.0
21664,2023,2025-05-16,0.0,2023.0
22907,3602,2025-05-25,0.0,3602.0
22776,10570,2025-06-10,0.0,10570.0
21810,12543,2025-06-06,0.0,12543.0
21197,14681,2025-05-16,0.0,14681.0
85035,1776,2025-06-02,0.0,1776.0
84968,14142,2025-05-31,0.0,14142.0
21098,16348,2025-05-17,0.0,16348.0
21192,7637,2025-06-01,0.0,7637.0
84563,15852,2025-05-24,0.0,15852.0
47504,11113,2025-06-05,0.0,11113.0
21742,11207,2025-05-21,0.0,11207.0
22481,9333,2025-06-09,0.0,9333.0
22943,8746,2025-06-09,0.0,8746.0
22699,5448,2025-05-24,0.0,5448.0
22217,5890,2025-05-25,0.0,5890.0
22227,19871,2025-06-13,0.0,19871.0
21106,1075,2025-06-04,0.0,1075.0
21107,3656,2025-05-16,0.0,3656.0
22697,1481,2025-05-27,0.0,1481.0
21826,18179,2025-06-13,0.0,18179.0
22548,13234,2025-05-18,0.0,13234.0
17164,6276,2025-06-04,0.0,6276.0
22429,1362,2025-06-04,0.0,1362.0
20974,15232,2025-06-05,0.0,15232.0
20973,12598,2025-06-03,0.0,12598.0
15044,8933,2025-06-04,0.0,8933.0
21135,5402,2025-06-14,0.0,5402.0
22173,3462,2025-06-02,0.0,3462.0
22626,15649,2025-05-31,0.0,15649.0
22625,7387,2025-06-06,0.0,7387.0
22624,5662,2025-05-24,0.0,5662.0
84945,10132,2025-06-01,0.0,10132.0
22244,6495,2025-06-02,0.0,6495.0
47421,1368,2025-05-25,0.0,1368.0
20712,13201,2025-06-04,0.0,13201.0
22973,1185,2025-05-23,0.0,1185.0
84569,14865,2025-05-18,0.0,14865.0
22815,6279,2025-05-22,0.0,6279.0
85114,6537,2025-06-05,0.0,6537.0
22584,4399,2025-05-17,0.0,4399.0
22454,12752,2025-06-05,0.0,12752.0
22974,15908,2025-05-19,0.0,15908.0
21452,19227,2025-05-27,0.0,19227.0
22743,1688,2025-06-13,0.0,1688.0
22911,1963,2025-06-02,0.0,1963.0
22453,14140,2025-06-12,0.0,14140.0
22445,14785,2025-05-21,0.0,14785.0
22607,7931,2025-05-21,0.0,7931.0
22635,4958,2025-06-05,0.0,4958.0
22634,6963,2025-06-04,0.0,6963.0
22222,10506,2025-06-01,0.0,10506.0
22947,1179,2025-05-29,0.0,1179.0
22187,5028,2025-06-08,0.0,5028.0
